kind,seed,source,addition_effect,aggregate_mean
random,59,quorumweave,-0.015625,-0.0019531315192580223
random,59,shardbloom,-0.015625,-0.0019531315192580223
random,60,anchorshift,-0.03125,-0.033203125931322575
random,60,driftgate,-0.046875,-0.033203125931322575
random,60,fluxpatch,-0.03125,-0.033203125931322575
random,60,motifbridge,-0.031250014901161194,-0.033203125931322575
random,60,phasenest,-0.015625,-0.033203125931322575
random,60,phasesar,-0.031249992549419403,-0.033203125931322575
random,60,quorumweave,-0.03125,-0.033203125931322575
random,60,shardbloom,-0.046875,-0.033203125931322575
random,61,anchorshift,-0.06250002980232239,-0.04882812686264515
random,61,driftgate,-0.0781249925494194,-0.04882812686264515
random,61,fluxpatch,-0.09375,-0.04882812686264515
random,61,motifbridge,-0.031249992549419403,-0.04882812686264515
random,61,phasenest,-0.015625,-0.04882812686264515
random,61,phasesar,-0.046875,-0.04882812686264515
random,61,quorumweave,-0.046875,-0.04882812686264515
random,61,shardbloom,-0.015625,-0.04882812686264515
random,62,anchorshift,0.03125,0.005859374068677425
random,62,driftgate,-0.03125,0.005859374068677425
random,62,fluxpatch,-0.078125,0.005859374068677425
random,62,motifbridge,0.01562497764825821,0.005859374068677425
random,62,phasenest,0.03125,0.005859374068677425
random,62,phasesar,0.03125,0.005859374068677425
random,62,quorumweave,0.046875,0.005859374068677425
random,62,shardbloom,1.4901161193847656e-08,0.005859374068677425
random,63,anchorshift,-0.0625000149011612,-0.037109374068677425
random,63,driftgate,-0.046874985098838806,-0.037109374068677425
random,63,fluxpatch,-0.046875,-0.037109374068677425
random,63,motifbridge,-0.031250014901161194,-0.037109374068677425
random,63,phasenest,-0.031249992549419403,-0.037109374068677425
random,63,phasesar,-0.03125,-0.037109374068677425
random,63,quorumweave,-0.015625,-0.037109374068677425
random,63,shardbloom,-0.031249985098838806,-0.037109374068677425
random,64,anchorshift,-0.04687502980232239,-0.0156250037252903
random,64,driftgate,-0.015625007450580597,-0.0156250037252903
random,64,fluxpatch,-0.046875,-0.0156250037252903
random,64,motifbridge,0.046874985098838806,-0.0156250037252903
random,64,phasenest,-0.03125,-0.0156250037252903
random,64,phasesar,-0.031249992549419403,-0.0156250037252903
